@relation ArjoTrain
@attribute slope_x numeric
@attribute slope_y numeric
@attribute slope_z numeric
@attribute label {A}
@data
-0.38646618,0.1293233,0.12857144,A
-1.7127819,-0.48045114,-0.43533835,A
2.4112782,0.0,0.806015,A
-2.225564,-0.11503759,0.0,A
2.9646616,0.2037594,-0.23834586,A
-1.7127819,-0.15864661,-0.47669172,A
